INSEE_DEP;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
80;MONTDIDIER;6274;72;1371
80;CORBIE;6288;63;1609
80;RIVERY;3544;63;1955
80;HAM;4640;61;1013
80;ROYE;5864;57;1170
80;DOULLENS;6279;57;1243
80;FRIVILLE ESCARBOTIN;4638;56;1135
80;SAINT VALERY SUR SOMME;2562;51;3241
80;MOREUIL;3992;49;1547
80;RUE;3106;48;1899
80;VILLERS BRETONNEUX;4425;48;1734
80;LONGUEAU;5550;48;1929
80;CAMON;4397;47;2024
80;BOVES;3138;46;2028
80;AILLY SUR SOMME;2994;40;1652
80;ROSIERES EN SANTERRE;3008;34;1312
80;AILLY SUR NOYE;2849;33;1596
80;SALOUEL;4044;32;2256
80;FLIXECOURT;3142;30;1291
80;BERTEAUCOURT LES DAMES;1161;28;1151
80;SAINT OUEN;1910;28;1016
80;BEAUVAL;2096;26;1066
80;VIGNACOURT;2361;25;1546
80;NESLE;2358;25;1012
80;LONGPRE LES CORPS SAINTS;1656;25;1440
80;GAMACHES;2596;22;1112
80;HALLENCOURT;1343;22;1135
80;SAINT LEGER LES DOMART;1853;22;1151
80;FRESSENNEVILLE;2219;22;1240
80;POIX DE PICARDIE;2406;21;1417
80;FOUILLOY;1847;21;1558
80;EPPEVILLE;1825;21;1015
80;CONTY;1722;21;1446
80;DREUIL LES AMIENS;1620;21;1899
80;FEUQUIERES EN VIMEU;2580;20;1354
80;CHAULNES;2014;19;1276
80;PONT DE METZ;2399;19;2002
80;HORNOY LE BOURG;1671;19;1099
80;PROYART;697;19;1158
80;BRAY SUR SOMME;1275;18;1091
80;SALEUX;2861;17;1990
80;HANGEST EN SANTERRE;1018;17;1450
80;AIRAINES;2371;17;1255
80;HOMBLEUX;1173;16;974
80;ROISEL;1656;16;912
80;TROIS RIVIERES;1490;16;1520
80;HARBONNIERES;1645;16;1156
80;FLESSELLES;2083;16;1721
80;WOIGNARUE;835;16;2232
80;MEAULTE;1266;15;1487
80;CRECY EN PONTHIEU;1469;15;1306
80;SAINT FUSCIEN;1101;15;2808
80;DOINGT;1431;15;1301
80;PENDE;1083;14;1534
80;PONT REMY;1474;14;1214
80;POULAINVILLE;1184;14;2168
80;CONDE FOLIE;916;14;1270
80;MOISLAINS;1206;14;1123
80;MAILLY MAILLET;619;13;1112
80;SAINT SAUVEUR;1399;13;1541
80;SAVEUSE;917;13;2063
80;SAINT QUENTIN LA MOTTE CROIX AU BAILLY;1291;13;1474
80;LAMOTTE WARFUSEE;704;13;1787
80;DARGNIES;1270;12;1322
80;PLACHY BUYON;903;12;2083
80;DRUCAT;917;12;1740
80;ETRICOURT MANANCOURT;527;12;1009
80;QUEVAUVILLERS;1111;12;1677
80;MUILLE VILLETTE;823;12;1561
80;BOUQUEMAISON;506;12;1368
80;PLESSIER ROZAINVILLERS;749;12;1480
80;BEAUCHAMPS;999;12;1363
80;FRIAUCOURT;772;12;1465
80;SAINT RIQUIER;1247;12;1640
80;NEUVILLE COPPEGUEULE;526;12;863
80;VRON;839;12;1831
80;AILLY LE HAUT CLOCHER;951;11;1496
80;DOMART EN PONTHIEU;1114;11;1152
80;WOINCOURT;1297;11;1422
80;LANCHERES;909;11;1331
80;PICQUIGNY;1357;11;1448
80;CAMBRON;733;11;1511
80;CANDAS;1094;11;1060
80;NOUVION;1318;11;1574
80;VERS SUR SELLE;728;11;2060
80;SENARPONT;664;10;1259
80;BERNAVILLE;1083;10;1699
80;MOYENNEVILLE;715;10;1394
80;RAINNEVILLE;974;10;1636
80;BEAUCAMPS LE VIEUX;1419;10;1049
80;AIGNEVILLE;881;10;1148
80;BOURSEVILLE;696;10;1276
80;BOUVAINCOURT SUR BRESLE;852;10;1481
80;MARCELCAVE;1190;10;2119
80;OUST MAREST;629;10;1614
80;ESTREES MONS;601;10;1101
80;ATHIES;595;10;1033
80;THENNES;535;10;1748
80;SAINS EN AMIENOIS;1197;10;2249
80;HANGEST SUR SOMME;758;10;1489
80;CAGNY;1202;10;2199
80;BEUVRAIGNES;860;10;1196
80;COULLEMELLE;339;10;1175
80;MEHARICOURT;585;10;1312
80;SAILLY SAILLISEL;475;9;912
80;CAOURS;603;9;1652
80;FONTAINE SUR SOMME;514;9;1134
80;CAIX;760;9;1329
80;QUESNEL;798;9;1487
80;CROUY SAINT PIERRE;338;9;1317
80;BETHENCOURT SUR MER;971;9;1272
80;PONT NOYELLES;849;9;1755
80;MORLANCOURT;372;9;1385
80;RONSSOY;587;9;1008
80;BOISMONT;479;9;1557
80;ESMERY HALLON;776;9;1241
80;DURY;1366;9;3019
80;DOMPIERRE BECQUINCOURT;703;9;1028
80;BELLOY SUR SOMME;754;9;1454
80;MERICOURT L ABBE;599;9;2247
80;GENTELLES;629;9;2008
80;BERNES;353;8;1070
80;QUESNOY LE MONTANT;574;8;1310
80;ALLONVILLE;741;8;2183
80;MAREUIL CAUBERT;820;8;1502
80;SAINT SAUFLIEU;1005;8;1973
80;ACHEUX EN AMIENOIS;606;8;1113
80;DOMPIERRE SUR AUTHIE;406;8;1275
80;SAILLY FLIBEAUCOURT;1039;8;1481
80;FAVIERES;462;8;1979
80;O DE SELLE;1222;8;1514
80;CHEPY;1266;8;1393
80;THEZY GLIMONT;623;8;1851
80;MOLLIENS DREUIL;934;8;1483
80;TREUX;249;8;1553
80;ETELFAY;380;8;1327
80;BLANGY TRONVILLE;553;8;1918
80;HEBECOURT;540;8;2300
80;BEAUQUESNE;1360;8;952
80;VALINES;636;8;1093
80;QUIRY LE SEC;326;8;1036
80;COMBLES;782;8;1048
80;EPAGNE EPAGNETTE;555;8;1450
80;MESNIL BRUNTEL;289;8;1233
80;FIENVILLERS;679;7;1416
80;HAMEL;504;7;1754
80;EPEHY;1176;7;785
80;SAINT CHRIST BRIOST;439;7;1085
80;ARGOULES;325;7;1558
80;NAOURS;1079;7;1667
80;LONG;624;7;1260
80;FLERS SUR NOYE;512;7;2061
80;CLERY SUR SOMME;558;7;1204
80;DAOURS;814;7;1998
80;ERONDELLE;502;7;1506
80;LOUVENCOURT;278;7;990
80;VILLERS BOCAGE;1408;7;2071
80;REVELLES;524;7;1772
80;ORESMAUX;913;7;1766
80;SUZANNE;182;7;1028
80;BELLANCOURT;514;7;1732
80;VAUCHELLES LES QUESNOY;847;7;1626
80;MIANNAY;560;7;1327
80;FINS;279;7;1196
80;ETINEHEM MERICOURT;587;7;1234
80;NAMPONT;252;7;1158
80;LUCHEUX;538;7;991
80;ACHEUX EN VIMEU;528;7;1274
80;RIBEMONT SUR ANCRE;667;7;1379
80;SAIGNEVILLE;413;7;1748
80;VILLERS FAUCON;611;7;882
80;NIBAS;852;7;1425
80;ETOILE;1223;7;995
80;VILLE LE MARCLET;475;7;1406
80;CROIXRAULT;428;7;1536
80;PONTHOILE;618;7;1835
80;PIENNES ONVILLERS;364;7;1082
80;MIRAUMONT;669;7;1003
80;CAPPY;527;7;1299
80;BUIGNY SAINT MACLOU;515;6;2044
80;HYPERCOURT;728;6;939
80;HERISSART;610;6;1674
80;EAUCOURT SUR SOMME;422;6;1587
80;CHAUSSEE TIRANCOURT;659;6;1722
80;ROLLOT;741;6;1535
80;PROUZEL;542;6;1705
80;MORCHAIN;353;6;879
80;OVILLERS LA BOISSELLE;448;6;1302
80;ESSERTAUX;264;6;1608
80;MONS BOUBERT;558;6;1434
80;MATIGNY;500;6;880
80;WARLOY BAILLON;762;6;1705
80;BOISLE;360;6;971
80;NEUVILLE LES BRAY;266;6;1320
80;TALMAS;1067;6;1696
80;LAUCOURT;198;6;1188
80;BUIGNY LES GAMACHES;421;6;1192
80;ARRY;208;6;1455
80;CANAPLES;705;6;953
80;HAUTVILLERS OUVILLE;584;6;1682
80;CARTIGNY;760;6;1249
80;BOUILLANCOURT EN SERY;557;6;1071
80;FOUCAUCOURT EN SANTERRE;280;6;920
80;GORENFLOS;250;6;1212
80;CLAIRY SAULCHOIX;366;6;1933
80;PERNOIS;730;6;1318
80;MORCOURT;300;6;1208
80;GRIVESNES;398;6;1136
80;BOUZINCOURT;555;6;1171
80;ERCHEU;796;6;1007
80;NAMPS MAISNIL;991;6;1112
80;GUERBIGNY;300;6;1020
80;OISEMONT;1175;6;1263
80;DOUDELAINVILLE;333;6;1687
80;RUBEMPRE;723;6;1977
80;SAINT QUENTIN EN TOURMONT;290;6;2058
80;TINCOURT BOUCLY;359;6;1057
80;DAVENESCOURT;562;6;1344
80;ALLERY;797;6;1244
80;HUMBERCOURT;269;5;974
80;VILLE SUR ANCRE;270;5;2035
80;VRELY;429;5;1525
80;SAINT BLIMONT;878;5;1220
80;ARREST;862;5;1484
80;NOYELLES EN CHAUSSEE;246;5;1053
80;MONCHY LAGACHE;664;5;1314
80;LAFRESGUIMONT SAINT MARTIN;545;5;1192
80;PROUVILLE;305;5;1135
80;HUCHENNEVILLE;669;5;1521
80;VOYENNES;611;5;1016
80;MARICOURT;177;5;2950
80;NURLU;398;5;1159
80;GAUVILLE;349;5;1406
80;HESCAMPS;520;5;1562
80;TILLOY FLORIVILLE;395;5;1285
80;EQUANCOURT;297;5;866
80;BETTENCOURT SAINT OUEN;624;5;1752
80;EMBREVILLE;562;5;1206
80;ENGLEBELMER;302;5;920
80;AVELUY;523;5;1599
80;GUESCHART;317;5;1247
80;SAINT VAAST EN CHAUSSEE;499;5;1754
80;FERRIERES;474;5;1798
80;LIGNIERES CHATELAIN;380;5;1323
80;MORVILLERS SAINT SATURNIN;406;5;1397
80;BERTANGLES;598;5;1611
80;LOUVRECHY;199;5;1256
80;FRANVILLERS;519;5;1471
80;LESBOEUFS;174;5;721
80;CARREPUIS;274;5;1141
80;LAMOTTE BULEUX;348;5;1126
80;MEZIERES EN SANTERRE;581;5;1414
80;LONGUEVAL;276;5;819
80;VIRONCHAUX;487;5;1274
80;TOUTENCOURT;472;5;1433
80;BAILLEUL;274;5;898
80;HUPPY;805;5;927
80;QUESNOY SUR AIRAINES;443;5;1281
80;AUTHIE;297;5;1170
80;PIERREGOT;278;5;1644
80;MEZEROLLES;189;5;1193
80;POEUILLY;128;4;1237
80;BERTEAUCOURT LES THENNES;437;4;2398
80;HAILLES;418;4;2099
80;HARPONVILLE;186;4;990
80;RUMIGNY;594;4;1916
80;MAISON PONTHIEU;266;4;1246
80;MEIGNEUX;173;4;1312
80;BUIRE SUR L ANCRE;310;4;1387
80;GUIGNEMICOURT;331;4;2261
80;MACHIEL;165;4;1314
80;CERISY;529;4;1282
80;BAYONVILLERS;346;4;1207
80;BOUCHOIR;305;4;930
80;VISMES;486;4;1565
80;MARQUIVILLERS;185;4;1080
80;JUMEL;516;4;1564
80;BOUGAINVILLE;446;4;1155
80;CAULIERES;199;4;1249
80;COCQUEREL;232;4;1499
80;FRANQUEVILLE;182;4;1100
80;HENENCOURT;195;4;1527
80;MARCHELEPOT MISERY;600;4;1237
80;VAUDRICOURT;395;4;1502
80;FOURCIGNY;189;4;1701
80;DOMART SUR LA LUCE;428;4;1772
80;HAMELET;626;4;1868
80;WARSY;142;4;1143
80;MARTAINNEVILLE;428;4;1149
80;HALLOY LES PERNOIS;347;4;1196
80;PARVILLERS LE QUESNOY;234;4;973
80;VILLERS SUR AUTHIE;476;4;1583
80;RAMBURES;348;4;1104
80;GLISY;714;4;2007
80;MESNIL SAINT NICAISE;562;4;1131
80;NOYELLES SUR MER;727;4;1808
80;YZENGREMER;505;4;938
80;ARGOEUVES;547;4;1911
80;VILLERS CARBONNEL;349;4;828
80;HERLEVILLE;187;4;1186
80;VAIRE SOUS CORBIE;284;4;1640
80;VARENNES;220;4;1223
80;LIERCOURT;356;4;1137
80;DERNANCOURT;534;4;2046
80;SAILLY LAURETTE;307;4;1072
80;MOYENCOURT;315;4;1217
80;VERMANDOVILLERS;148;4;1157
80;MONTAUBAN DE PICARDIE;225;4;1384
80;BEAUCOURT EN SANTERRE;182;4;1407
80;MORISEL;509;4;1281
80;COULONVILLERS;236;4;1656
80;GRAND LAVIERS;420;4;1974
80;MAIZICOURT;194;4;949
80;CARNOY MAMETZ;283;4;1117
80;SAINT GRATIEN;375;4;1481
80;LIOMER;402;4;959
80;HERVILLY;181;4;1056
80;TITRE;368;4;1438
80;MAISNIERES;513;4;1300
80;CERISY BULEUX;267;4;1361
80;BOUTTENCOURT;938;4;1350
80;HEILLY;418;4;1687
80;GEZAINCOURT;419;4;3366
80;DOMINOIS;180;4;1241
80;CHAUSSOY EPAGNY;576;4;1819
80;BELLOY EN SANTERRE;152;4;962
80;FONTAINE SOUS MONTDIDIER;108;4;957
80;TILLOLOY;351;4;1633
80;BROUCHY;519;4;1431
80;BUIGNY L ABBE;317;4;1915
80;ESTREES LES CRECY;390;4;844
80;COURCELETTE;153;3;1280
80;BETHENCOURT SUR SOMME;129;3;1015
80;ENNEMAIN;257;3;1434
80;TOURS EN VIMEU;835;3;1085
80;FOLLEVILLE;147;3;998
80;AGENVILLE;95;3;1292
80;BUIRE COURCELLES;238;3;1098
80;DOMQUEUR;309;3;1440
80;COISY;331;3;2066
80;ARQUEVES;166;3;1298
80;RIENCOURT;177;3;1639
80;FIEFFES MONTRELET;320;3;1126
80;ASSEVILLERS;293;3;1145
80;FRAMERVILLE RAINECOURT;462;3;1564
80;ALLENAY;260;3;1142
80;THIEULLOY LA VILLE;143;3;733
80;CHUIGNOLLES;154;3;1655
80;FLERS;189;3;873
80;MAUREPAS;189;3;1226
80;QUESNE;271;3;916
80;NEUFMOULIN;362;3;1662
80;BRIE;334;3;1018
80;BEHEN;500;3;1003
80;CITERNE;244;3;1411
80;LAHOUSSOYE;481;3;1623
80;BUSSUS BUSSUEL;299;3;1152
80;OISSY;226;3;1383
80;FREMONTIERS;153;3;1511
80;LIERAMONT;233;3;979
80;CARDONNETTE;502;3;1771
80;MILLENCOURT;214;3;1009
80;BUSSU;213;3;1094
80;DOMLEGER LONGVILLERS;294;3;1065
80;YAUCOURT BUSSUS;247;3;1011
80;TULLY;559;3;1188
80;TEMPLEUX LE GUERARD;173;3;1091
80;FRESNOY AU VAL;244;3;1722
80;BARLY;173;3;1323
80;FAMECHON;260;3;1498
80;REMIENCOURT;178;3;1311
80;BOURDON;396;3;1661
80;FRISE;186;3;1281
80;FALOISE;223;3;1453
80;HAVERNAS;400;3;1861
80;FESCAMPS;141;3;1396
80;MOYENCOURT LES POIX;180;3;1674
80;LAWARDE MAUGER L HORTOY;178;3;1250
80;BUS LES ARTOIS;135;3;813
80;LIANCOURT FOSSE;294;3;958
80;FALVY;148;3;1127
80;FRANCIERES;200;3;1635
80;SAINT AUBIN MONTENOY;227;3;1435
80;AUCHONVILLERS;143;3;1021
80;GUILLEMONT;140;3;1091
80;ALLAINES;457;3;1257
80;FRICOURT;495;3;1396
80;DANCOURT POPINCOURT;152;3;829
80;SAINT GERMAIN SUR BRESLE;206;3;1188
80;FRESNES TILLOLOY;202;3;1281
80;BECORDEL BECOURT;161;3;1732
80;BIACHES;380;3;2199
80;HEM MONACU;125;3;1239
80;BOISBERGUES;80;3;1136
80;BRACHES;258;3;944
80;BEAUCOURT SUR L HALLUE;287;3;1221
80;TERRAMESNIL;304;3;1073
80;QUERRIEU;651;3;1854
80;SOYECOURT;175;3;1306
80;CONTAY;366;3;1720
80;ROUVROY EN SANTERRE;211;3;1401
80;BOUVINCOURT EN VERMANDOIS;154;3;1182
80;ONEUX;379;3;1316
80;WIENCOURT L EQUIPEE;260;3;1166
80;ERCOURT;121;3;1611
80;ESTREES DENIECOURT;325;3;1542
80;LICOURT;397;3;1001
80;SAINT MAXENT;383;3;1365
80;DOMVAST;349;3;1348
80;CHUIGNES;135;3;900
80;BEALCOURT;103;3;1260
80;FRANSART;149;3;894
80;BEAUMONT HAMEL;215;3;1344
80;MEILLARD;154;3;1241
80;HATTENCOURT;289;3;1297
80;ROUY LE PETIT;114;3;1602
80;GUILLAUCOURT;426;3;998
80;BONNAY;235;3;1422
80;FRESNOY LES ROYE;294;3;856
80;ARVILLERS;785;3;899
80;TOEUFLES;303;3;1200
80;BREILLY;616;3;1803
80;GROUCHES LUCHUEL;595;2;904
80;NAMPTY;282;2;2573
80;DEVISE;50;2;924
80;BERTRANCOURT;229;2;835
80;GAPENNES;276;2;1463
80;BAZENTIN;80;2;947
80;COIGNEUX;49;2;1065
80;CHIPILLY;173;2;1338
80;SAISSEVAL;240;2;864
80;HEUZECOURT;171;2;1060
80;VICOGNE;253;2;996
80;CROIX MOLIGNEAUX;288;2;490
80;FOREST L ABBAYE;296;2;841
80;ESTREES SUR NOYE;274;2;1660
80;VAUVILLERS;257;2;1593
80;TRANSLAY;245;2;1730
80;BACOUEL SUR SELLE;504;2;1975
80;WARVILLERS;147;2;708
80;MILLENCOURT EN PONTHIEU;361;2;1564
80;BOSQUEL;333;2;1368
80;EPENANCOURT;123;2;937
80;LAMOTTE BREBIERE;227;2;1782
80;FROYELLES;110;2;1432
80;SAULCHOY SOUS POIX;70;2;1713
80;BOVELLES;438;2;1592
80;YONVAL;227;2;864
80;OCCOCHES;125;2;1194
80;FOREST MONTIERS;400;2;1839
80;PARGNY;204;2;860
80;FOLIES;142;2;880
80;BEAUCAMPS LE JEUNE;213;2;1614
80;VERGIES;158;2;1989
80;LANGUEVOISIN QUIQUERY;191;2;911
80;EPLESSIER;370;2;1432
80;PUZEAUX;300;2;740
80;HANGARD;123;2;1998
80;SANCOURT;264;2;511
80;MARQUAIX;207;2;1022
80;BRIQUEMESNIL FLOXICOURT;244;2;1890
80;YZEUX;267;2;1463
80;BLANGY SOUS POIX;184;2;1382
80;FLAUCOURT;291;2;1219
80;AUBIGNY;480;2;1964
80;FONTAINE SUR MAYE;163;2;1250
80;VITZ SUR AUTHIE;127;2;1035
80;BRUTELLES;205;2;1573
80;SENTELIE;205;2;1237
80;FRESNEVILLE;105;2;950
80;DEMUIN;477;2;1342
80;BEAUFORT EN SANTERRE;203;2;839
80;COTTENCHY;579;2;1712
80;GUYENCOURT SUR NOYE;173;2;3573
80;TERTRY;165;2;888
80;OFFOY;221;2;668
80;ANDAINVILLE;242;2;1350
80;BEHENCOURT;335;2;1534
80;THIEULLOY L ABBAYE;367;2;1210
80;VILLERS TOURNELLE;157;2;1529
80;AUTHIEULE;410;2;1449
80;MAUCOURT;180;2;1530
80;FAY;105;2;1315
80;ABLAINCOURT PRESSOIR;269;2;1480
80;SAINT MARD;171;2;1304
80;ROIGLISE;156;2;1052
80;DAMERY;239;2;1192
80;OCHANCOURT;314;2;1503
80;NEUVILLE SIRE BERNARD;281;2;1638
80;CURLU;159;2;2064
80;GRATTEPANCHE;313;2;2359
80;VRAIGNES EN VERMANDOIS;144;2;1137
80;AGENVILLERS;218;2;864
80;CHILLY;187;2;889
80;CRAMONT;304;2;1471
80;REMAUGIES;132;2;1356
80;LIHONS;437;2;940
80;HALLU;190;2;1593
80;CREUSE;188;2;1535
80;COLINCAMPS;88;2;1691
80;BOUFFLERS;125;2;1207
80;HEUCOURT CROQUOISON;122;2;819
80;MARESTMONTIERS;113;2;1187
80;BRAY LES MAREUIL;238;2;2833
80;MACHY;131;2;1969
80;CONTEVILLE;207;2;1009
80;FLEURY;228;2;1058
80;FONCHES FONCHETTE;163;2;986
80;CAMPS EN AMIENOIS;185;2;604
80;LONGAVESNES;89;2;1104
80;BILLANCOURT;176;2;982
80;FOUENCAMPS;214;2;1417
80;HALLIVILLERS;153;2;1189
80;PORT LE GRAND;282;2;1057
80;SOREL EN VIMEU;217;2;851
80;DOMMARTIN;349;2;1427
80;ERGNIES;180;2;929
80;AUTHUILLE;167;2;1174
80;RETHONVILLERS;360;2;1542
80;MAILLY RAINEVAL;298;2;1370
80;MESNIL MARTINSART;234;2;1562
80;HIERMONT;151;1;570
80;CARDONNOIS;84;1;1467
80;HANCOURT;95;1;1018
80;BAIZIEUX;201;1;1528
80;FAVEROLLES;157;1;2230
80;QUIVIERES;144;1;648
80;BECQUIGNY;125;1;1687
80;SAINT MAULVIS;268;1;487
80;LIGNIERES;132;1;1386
80;NEUVILLE AU BOIS;153;1;1258
80;LABOISSIERE EN SANTERRE;156;1;1189
80;VAUX SUR SOMME;309;1;1289
80;MOLLIENS AU BOIS;321;1;1045
80;ROUY LE GRAND;109;1;1267
80;CHIRMONT;121;1;959
80;PUNCHY;86;1;1625
80;EPAUMESNIL;132;1;917
80;VELENNES;147;1;683
80;AUBVILLERS;140;1;1000
80;LIGESCOURT;222;1;1583
80;DOUILLY;236;1;909
80;FRESNES MAZANCOURT;136;1;1452
80;PYS;119;1;1383
80;RAMBURELLES;275;1;1049
80;FEUILLERES;146;1;1952
80;HEDAUVILLE;125;1;1218
80;RAINCHEVAL;287;1;1272
80;WOIREL;57;1;1667
80;CIZANCOURT;35;1;1344
80;ROUVREL;304;1;1250
80;MONTONVILLERS;84;1;1713
80;VECQUEMONT;538;1;1912
80;MARLERS;139;1;2060
80;SOURDON;313;1;1294
80;CREMERY;113;1;720
80;PUCHEVILLERS;552;1;3354
80;FONTAINE LES CAPPY;52;1;739
80;AUTHEUX;124;1;930
80;BERGICOURT;151;1;1304
80;AUMONT;141;1;2769
80;WARGNIES;91;1;1452
80;VAUX EN AMIENOIS;404;1;746
80;BOUCHON;152;1;611
80;MENESLIES;314;1;1324
80;ETALON;136;1;974
80;CHAMPIEN;268;1;1348
80;AUMATRE;181;1;2000
80;LONGUEVILLETTE;76;1;1288
80;BETTEMBOS;99;1;1931
80;GINCHY;62;1;2182
80;CRESSY OMENCOURT;122;1;540
80;SOREL;163;1;414
80;CACHY;274;1;1923
80;EQUENNES ERAMECOURT;299;1;1192
80;SAILLY LE SEC;351;1;1381
80;FOURDRINOY;425;1;900
80;BRUCAMPS;140;1;667
80;SAUVILLERS MONGIVAL;174;1;1323
80;FOUQUESCOURT;164;1;1330
80;VAUCHELLES LES AUTHIE;157;1;824
80;ANDECHY;262;1;476
80;BERNEUIL;258;1;956
80;BUSSY LES DAOURS;372;1;2141
80;BREUIL;47;1;1835
80;NEUVILLETTE;218;1;589
80;MARIEUX;118;1;1340
80;REGNIERE ECLUSE;127;1;1615
80;CURCHY;296;1;365
80;IGNAUCOURT;78;1;880
80;DROMESNIL;99;1;792
80;CAHON;199;1;684
80;VAUCHELLES LES DOMART;122;1;1563
80;GRUNY;325;1;1048
80;FORCEVILLE;174;1;933
80;FLUY;321;1;1786
80;COURCELLES SOUS THOIX;67;1;1231
80;FRAMICOURT;183;1;1934
80;ERCHES;186;1;1698
80;HEM HARDINVAL;357;1;1795
80;VERCOURT;93;1;2205
80;FRETTEMEULE;320;1;1429
80;OUTREBOIS;309;1;1107
80;POTTE;105;1;1082
80;VILLERS CAMPSART;152;1;1038
80;POZIERES;263;1;497
80;COURCELLES SOUS MOYENCOURT;133;1;1248
80;LACHAPELLE;81;1;1440
80;ECHELLE SAINT AURIN;54;1;1250
80;FRANSU;171;1;1139
80;THIEVRES;62;1;1211
80;METIGNY;121;1;2306
80;COURCELLES AU BOIS;82;1;969
80;CANCHY;324;1;458
80;CHAVATTE;74;1;1414
80;FRESNOY ANDAINVILLE;87;1;1667
80;SURCAMPS;65;1;1348
80;PONCHES ESTRUVAL;106;1;805
80;BRAILLY CORNEHOTTE;243;1;1007
80;AYENCOURT;189;1;1645
80;BERNAY EN PONTHIEU;231;1;2305
80;LIGNIERES EN VIMEU;110;1;1359
80;TEMPLEUX LA FOSSE;141;1;1026
80;LIMEUX;143;1;690
80;FIGNIERES;153;1;1667
80;CAYEUX EN SANTERRE;120;1;1028
80;BEAUCOURT SUR L ANCRE;98;1;804
80;ECLUSIER VAUX;81;1;694
80;BONNEVILLE;330;1;1389
80;WARLUS;223;1;1351
80;GREBAULT MESNIL;223;1;1307
80;MONSURES;227;1;1286
80;MAZIS;106;1;1284
80;MARCHE ALLOUARDE;56;1;954
80;SENLIS LE SEC;297;1;786
80;MESNIL SAINT GEORGES;185;1;1392
80;CONTRE;159;1;1563
80;MESNIL EN ARROUAISE;128;1;648
80;FRICAMPS;173;1;876
80;BUSSY LES POIX;99;1;1290
80;BAVELINCOURT;116;1;1847
80;REMAISNIL;28;1;1333
81;ALBI;49024;565;1925
81;CASTRES;41338;397;1374
81;GAILLAC;15254;169;1514
81;GRAULHET;12542;124;1161
81;MAZAMET;9969;113;1008
81;LAVAUR;10783;104;1701
81;SAINT SULPICE LA POINTE;8934;96;2066
81;CARMAUX;9356;84;1060
81;RABASTENS;5565;63;1846
81;SAINT JUERY;6814;58;1639
81;LABRUGUIERE;6523;55;1313
81;AUSSILLON;5968;46;1106
81;LISLE SUR TARN;4634;39;1581
81;LESCURE D ALBIGEOIS;4508;31;1639
81;MARSSAC SUR TARN;3124;31;1823
81;PUYGOUZON;3417;30;1785
81;BLAYE LES MINES;3009;28;1086
81;CAGNAC LES MINES;2532;26;1353
81;REALMONT;3383;25;1207
81;COUFOULEUX;2819;24;1799
81;SOREZE;2802;24;1519
81;SAIX;3509;23;1592
81;LAGRAVE;2127;21;1675
81;ARTHES;2488;20;1369
81;PUYLAURENS;3275;20;1396
81;SAINT AMANS SOULT;1614;19;993
81;SOUAL;2530;19;1360
81;AIGUEFONDE;2522;18;1095
81;MONTREDON LABESSONNIE;2019;17;1085
81;BRENS;2296;17;1697
81;BRIATEXTE;2007;16;1243
81;PONT DE LARN;2869;16;1308
81;SEQUESTRE;1755;16;2055
81;BURLATS;2127;15;1254
81;LABASTIDE SAINT GEORGES;1927;15;1805
81;SEMALENS;2019;15;1339
81;CAHUZAC SUR VERE;1144;14;1690
81;ROQUECOURBE;2200;14;1158
81;LACROUZETTE;1745;14;942
81;LABASTIDE ROUAIROUX;1410;14;693
81;LACAUNE;2507;14;996
81;PAYRIN AUGMONTEL;2180;14;1279
81;SAINT BENOIT DE CARMAUX;2152;13;979
81;VIVIERS LES MONTAGNES;1918;13;1377
81;GUITALENS L ALBAREDE;886;13;1249
81;LAGARRIGUE;1809;13;1327
81;ALBAN;938;13;1030
81;CAMBON;2122;13;1899
81;MONTANS;1390;13;1763
81;BRASSAC;1281;13;882
81;PAMPELONNE;855;13;1160
81;NAGES;327;12;1337
81;SAINTE GEMME;893;12;1150
81;MONESTIES;1371;12;1089
81;LEMPAUT;862;11;1435
81;SALVAGNAC;1183;11;1270
81;SENOUILLAC;1102;10;1918
81;RIVIERES;1037;10;1345
81;DOURGNE;1313;10;1131
81;VALDURENQUE;824;10;1292
81;SALIES;821;10;2027
81;CADALEN;1528;10;1740
81;CASTELNAU DE LEVIS;1571;10;1771
81;CORDES SUR CIEL;909;10;1040
81;VILLEFRANCHE D ALBIGEOIS;1245;10;1515
81;VIELMUR SUR AGOUT;1488;9;1696
81;TERRE DE BANCALIE;1696;9;1534
81;GARRIC;1258;9;1439
81;PENNE;578;9;1355
81;FONTRIEU;943;9;1139
81;BEZ;838;9;1200
81;LOMBERS;1126;9;1480
81;FIAC;929;9;1650
81;MIRANDOL BOURGNOUNAC;1040;9;1832
81;DAMIATTE;1025;8;1242
81;ARFONS;172;8;819
81;CUQ TOULZA;699;8;1898
81;MURAT SUR VEBRE;832;8;1090
81;SAINT PAUL CAP DE JOUX;1114;8;1417
81;CUNAC;1551;8;1949
81;AMBIALET;455;7;890
81;CASTELNAU DE MONTMIRAL;1038;7;1418
81;VERDALLE;992;7;1272
81;GIROUSSENS;1490;7;1322
81;VABRE;792;7;720
81;LACAZE;292;7;947
81;TECOU;975;7;1878
81;SAINT GAUZENS;838;7;2186
81;BLAN;1121;7;1509
81;MASSAGUEL;409;7;1564
81;TREBAS;414;6;1083
81;FREJAIROLLES;1321;6;1662
81;VIRAC;228;6;1477
81;CURVALLE;395;6;852
81;LABASTIDE DE LEVIS;903;6;2217
81;ORBAN;335;6;1575
81;SAINT AMANS VALTORET;921;6;932
81;PARISOT;959;6;2010
