INSEE_DEP;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
1;BOURG EN BRESSE;41365;314;1627
1;GEX;12652;180;3874
1;VALSERHONE;16302;170;2015
1;SAINT GENIS POUILLY;11892;169;4098
1;AMBERIEU EN BUGEY;14081;168;2005
1;DIVONNE LES BAINS;9465;148;5351
1;OYONNAX;22559;148;1436
1;PREVESSIN MOENS;7991;108;4643
1;BELLEY;9133;104;1616
1;FERNEY VOLTAIRE;9637;99;3974
1;LAGNIEU;7090;74;1866
1;THOIRY;6094;62;4031
1;MIRIBEL;9742;61;2839
1;ORNEX;4400;55;4786
1;CESSY;4836;52;4386
1;PERONNAS;6287;46;1988
1;MONTLUEL;7005;41;2208
1;LOYETTES;3145;40;2547
1;PLATEAU D HAUTEVILLE;4845;39;1515
1;AMBRONAY;2684;37;1963
1;SAINT DENIS EN BUGEY;2293;36;1678
1;SAINT JEAN DE GONVILLE;1720;35;4052
1;MEXIMIEUX;7669;34;2223
1;CHEVRY;1643;33;4772
1;JASSANS RIOTTIER;6391;31;2662
1;JUJURIEUX;2181;31;1617
1;SERGY;2045;31;4055
1;NANTUA;3482;31;1122
1;TREVOUX;6849;30;2532
1;SAINT DENIS LES BOURG;5667;30;1984
1;CULOZ;3053;28;1518
1;PERON;2584;28;3905
1;REPLONGES;3702;27;1771
1;SEGNY;2016;27;4381
1;VIRIAT;6350;27;1813
1;DAGNEUX;4706;27;2492
1;CHATILLON SUR CHALARONNE;4886;26;2051
1;ECHENEVEX;2172;26;4230
1;BEYNOST;4557;26;3681
1;VILLEBOIS;1160;26;1268
1;CHATEAU GAILLARD;2080;26;1938
1;MONTMERLE SUR SAONE;3811;25;2295
1;SAINT RAMBERT EN BUGEY;2310;25;1349
1;MONTREAL LA CLUSE;3409;25;1778
1;BELLIGNAT;3618;24;1552
1;VILLARS LES DOMBES;4628;24;2531
1;SAINT JEAN LE VIEUX;1699;24;1568
1;SAINT MAURICE DE BEYNOST;3965;24;2486
1;SEYSSEL;997;23;1723
1;COLLONGES;2223;23;3653
1;SAINT LAURENT SUR SAONE;1754;22;1426
1;VERSONNEX;2186;22;4223
1;PONCIN;1696;22;1379
1;CROZET;2126;21;4297
1;PONT D AIN;2914;21;1718
1;MONTREVEL EN BRESSE;2463;21;1745
1;ARBENT;3379;21;2082
1;SAINT ANDRE DE CORCY;3241;20;2859
1;SERRIERES DE BRIORD;1262;20;1429
1;LEYMENT;1285;20;2189
1;CHALLEX;1450;19;3886
1;CHAZEY SUR AIN;1513;19;1893
1;ATTIGNAT;3270;19;2462
1;BOISSE;3021;18;2757
1;ANGLEFORT;1124;17;1970
1;REYRIEUX;4670;17;2593
1;MIJOUX;340;17;2413
1;BRENS;1169;17;1788
1;FRANS;2334;17;2636
1;VIRIEU LE GRAND;1056;16;1283
1;CHALAMONT;2406;16;2014
1;TENAY;1044;16;971
1;NEUVILLE SUR AIN;1741;16;1874
1;DORTAN;1846;16;1744
1;FEILLENS;3254;16;1426
1;SAINT ETIENNE DU BOIS;2490;15;1628
1;ARTEMARE;1227;15;1498
1;CERDON;785;15;1315
1;BAGE DOMMARTIN;4088;15;1742
1;SAVIGNEUX;1333;15;2751
1;TORCIEU;725;14;1494
1;SAINT DIDIER SUR CHALARONNE;2832;14;2000
1;VONNAS;2929;14;1759
1;MARTIGNAT;1627;14;1675
1;BLYES;993;14;2350
1;VAUX EN BUGEY;1228;14;1693
1;GROSLEE SAINT BENOIT;1193;13;1588
1;NEUVILLE LES DAMES;1505;13;1510
1;SAINTE JULIE;999;13;2111
1;AMBERIEUX EN DOMBES;1671;13;2442
1;COLIGNY;1187;13;1074
1;GRILLY;808;12;4758
1;CHATILLON LA PALUD;1574;12;1724
1;SAULT BRENAZ;960;12;1884
1;MAGNIEU;640;12;1624
1;BETTANT;750;12;1520
1;IZERNORE;2257;12;1733
1;FARGES;1013;12;3726
1;VIEU D IZENAVE;699;12;1460
1;NEYRON;2507;11;3765
1;BRIORD;991;11;1601
1;PRIAY;1707;11;1731
1;POLLIAT;2504;11;1678
1;PARVES ET NATTAGES;937;11;1787
1;PONT DE VEYLE;1618;11;1483
1;BALAN;2856;11;2287
1;LELEX;225;11;1863
1;VIRIGNIN;1089;11;1984
1;LHUIS;890;10;1771
1;POUGNY;815;10;3117
1;VAL REVERMONT;2581;10;1846
1;PEYRIEU;862;10;1694
1;CHAZEY BONS;1079;10;1212
1;VILLIEU LOYES MOLLON;3586;10;2273
1;BELIGNEUX;3314;10;2363
1;HAUTECOURT ROMANECHE;784;10;1897
1;BEARD GEOVREISSIAT;1039;10;1792
1;MEZERIAT;2134;10;1838
1;CORBONOD;1255;10;1746
1;PONT DE VAUX;2290;10;1626
1;GRIEGES;1881;10;2154
1;SAINTE EUPHEMIE;1657;9;2624
1;SAINT MAURICE DE REMENS;752;9;2013
1;ARS SUR FORMANS;1389;9;2124
1;PORT;855;9;1350
1;BRESSE VALLONS;2263;9;1883
1;SAINT MARCEL;1303;9;2607
1;MARBOZ;2226;9;1371
1;DOUVRES;1053;9;2138
1;POIZAT LALLEYRIAT;712;9;1750
1;MESSIMY SUR SAONE;1210;9;2426
1;FRANCHELEINS;1574;9;2272
1;CERTINES;1532;9;1785
1;SAINT MARTIN DU FRENE;1063;9;1313
1;MASSIEUX;2519;9;3022
1;ARGIS;438;9;968
1;DRUILLAT;1157;9;1577
1;SAUVERNY;1025;9;4625
1;MATAFELON GRANGES;645;9;1369
1;BEAUREGARD;885;8;1938
1;MONTCEAUX;1182;8;2519
1;SAINT MARTIN DU MONT;1807;8;1830
1;SAINT MAURICE DE GOURDANS;2537;8;2570
1;ABERGEMENT DE VAREY;243;8;1130
1;SERMOYER;678;8;1337
1;HAUT VALROMEY;695;8;1099
1;CROTTET;1734;8;2012
1;NURIEUX VOLOGNAT;1030;8;1699
1;BOYEUX SAINT JEROME;354;8;1245
1;CONDAMINE;414;8;1762
1;THIL;1072;8;3060
1;SAINT CYR SUR MENTHON;1761;8;1780
1;MANZIAT;1977;8;1629
1;LEAZ;719;8;2739
1;CORMOZ;662;8;1239
1;SAINT SORLIN EN BUGEY;1150;7;1966
1;SAINT JUST;917;7;1519
1;ECHALLON;760;7;1727
1;SAMOGNAT;657;7;1798
1;BRENOD;522;7;1458
1;REVONNAS;921;7;2082
1;MIONNAY;2132;7;3099
1;FARAMANS;801;7;2596
1;CEYZERIEU;1012;7;1782
1;MISERIEUX;1938;7;2603
1;CEYZERIAT;3138;7;2112
1;SAINT PAUL DE VARAX;1502;7;1830
1;THOISSEY;1725;7;1532
1;ABERGEMENT CLEMENCIAT;767;7;1938
1;VALROMEY SUR SERAN;1299;7;1587
1;LENT;1416;7;1624
1;VESANCY;490;7;3535
1;SAINT TRIVIER SUR MOIGNANS;1822;7;2341
1;CHAMPDOR CORCELLES;657;7;1470
1;ARBOYS EN BUGEY;640;7;1065
1;SAINT ETIENNE SUR CHALARONNE;1546;6;2110
1;JAYAT;1166;6;1796
1;FAREINS;2203;6;2347
1;CHAMPAGNE EN VALROMEY;825;6;1280
1;CHANAY;633;6;2069
1;SAINT DIDIER D AUSSIAT;879;6;1753
1;PARCIEUX;1188;6;2271
1;CONTREVOZ;500;6;1763
1;CHAMPFROMIER;729;6;2313
1;SAINT REMY;999;6;1835
1;BREGNIER CORDON;849;6;1456
1;CORMORANCHE SUR SAONE;1118;6;1808
1;VILLEMOTIER;677;6;1512
1;PEROUGES;1205;6;1818
1;TALISSIEU;448;6;1593
1;SAINT MARTIN DE BAVEL;438;6;839
1;PERREX;824;6;2252
1;TRAMOYES;1664;6;3252
1;SAINT BERNARD;1434;6;2482
1;PEYZIEUX SUR SAONE;663;6;1897
1;CHALEINS;1296;6;1937
1;INJOUX GENISSIAT;1147;6;1879
1;SAINT JEAN SUR REYSSOUZE;737;6;1570
1;VARAMBON;531;6;2079
1;CIVRIEUX;1606;6;3120
1;CHANEINS;898;5;1971
1;ILLIAT;615;5;2186
1;MONTAGNIEU;609;5;2254
1;CRUZILLES LES MEPILLAT;855;5;2265
1;CHEZERY FORENS;460;5;1600
1;VILLENEUVE;1481;5;3372
1;CHANOZ CHATENAY;833;5;2000
1;BANEINS;596;5;2015
1;CRESSIN ROCHEFORT;393;5;1564
1;SAINT GERMAIN DE JOUX;507;5;1967
1;MEILLONNAS;1332;5;1670
1;CORVEISSIAT;625;5;1297
1;MARSONNAS;981;5;1825
1;NIEVROZ;1577;5;3105
1;BOURG SAINT CHRISTOPHE;1325;5;1608
1;CHEVROUX;957;5;1539
1;SAINT BENIGNE;1254;5;1777
1;DOMPIERRE SUR VEYLE;1164;5;2276
1;SERVAS;1241;5;2123
1;SAINT JEAN SUR VEYLE;1122;5;1587
1;SAINT GERMAIN LES PAROISSES;434;5;1286
1;GUEREINS;1435;5;2143
1;ARVIERE EN VALROMEY;716;5;1660
1;RANCE;727;5;2697
1;SAINT DIDIER DE FORMANS;1944;5;2924
1;NIVIGNE ET SURAN;805;5;1374
1;SAINT VULBAS;1306;5;1868
1;CHAVANNES SUR REYSSOUZE;750;5;1628
1;TOSSIAT;1366;4;1787
1;RIGNIEUX LE FRANC;976;4;1948
1;JASSERON;1762;4;1672
1;TOUSSIEUX;1002;4;2795
1;SONTHONNAX LA MONTAGNE;318;4;950
1;GORREVOD;861;4;1170
1;SAINT JULIEN SUR VEYLE;798;4;1823
1;MONTRACOL;1052;4;1559
1;CHARIX;285;4;1263
1;NEYROLLES;636;4;1414
1;AMBUTRIX;750;4;1940
1;MARLIEUX;1068;4;1786
1;SAINT MARTIN LE CHATEL;790;4;1876
1;CHALEY;137;4;745
1;PIZAY;796;4;3050
1;VILLEREVERSURE;1275;4;1283
1;BOLOZON;89;4;1094
1;CONFRANCON;1331;4;1624
1;BIZIAT;857;4;1302
1;BOZ;515;4;1437
1;MOGNENEINS;774;4;1971
1;MONTAGNAT;1960;4;1742
1;GROISSIAT;1223;4;2158
1;IZIEU;242;4;1736
1;MONTANGES;341;4;2629
1;CONAND;120;4;1136
1;VERJON;278;4;1785
1;BENY;762;4;1414
1;SAINT ANDRE SUR VIEUX JONC;1126;4;2503
1;BELLEYDOUX;317;4;1534
1;BEON;464;4;1577
1;ARANC;326;4;1185
1;MANTENAY MONTLIN;310;3;1044
1;COURTES;310;3;1232
1;BENONCES;294;3;1574
1;CHARNOZ SUR AIN;923;3;1968
1;RELEVANT;463;3;2324
1;BILLIAT;611;3;2166
1;SAINT TRIVIER DE COURTES;1095;3;1060
1;BOHAS MEYRIAT RIGNAT;895;3;1298
1;LANTENAY;272;3;1418
1;CONFORT;620;3;3447
1;CONDEISSIAT;825;3;1218
1;CHALLES LA MONTAGNE;193;3;1210
1;OUTRIAZ;261;3;1169
1;SERRIERES SUR AIN;131;3;1693
1;SAINT ANDRE DE BAGE;742;3;2246
1;CURTAFOND;770;3;1531
1;MONTELLIER;293;3;1968
1;PIRAJOUX;389;3;1653
1;CHATENAY;333;3;1852
1;BURBANCHE;71;3;1196
1;GENOUILLEUX;600;3;1897
1;ARANDAS;148;3;1182
1;LOMPNAS;169;3;1402
1;BAGE LE CHATEL;915;3;1897
1;BRION;515;3;2539
1;COURMANGOUX;505;3;2107
1;OZAN;674;3;1986
1;SIMANDRE SUR SURAN;677;3;1353
1;DROM;217;2;1442
1;CHAVEYRIAT;1006;2;2636
1;SAINT GENIS SUR MENTHON;472;2;976
1;BUELLAS;1767;2;1816
1;BOISSEY;338;2;1132
1;MARIGNIEU;173;2;740
1;SAINT NIZIER LE DESERT;914;2;1620
1;CHEVILLARD;153;2;1742
1;ROSSILLON;153;2;505
1;BEY;276;2;2169
1;SAINTE OLIVE;284;2;2701
1;BRESSOLLES;891;2;2951
1;ONCIEU;94;2;1432
1;CEIGNES;253;2;1124
1;BIRIEUX;285;2;1984
1;SAINT JEAN DE NIOST;1427;2;776
1;SAINT JULIEN SUR REYSSOUZE;698;2;781
1;DOMSURE;483;2;852
1;GARNERANS;654;2;2188
1;DOMPIERRE SUR CHALARONNE;431;2;1761
1;REYSSOUZE;975;2;2037
1;MALAFRETAZ;1188;2;2060
1;MASSIGNIEU DE RIVES;613;2;2742
1;PREMEYZEL;247;2;1688
1;LABALME;212;2;1093
1;MAILLAT;623;2;1080
1;SAINTE CROIX;566;2;3135
1;LESCHEROUX;727;2;872
1;SAINT GERMAIN SUR RENON;235;2;2502
1;VANDEINS;685;2;1900
1;CUZIEU;436;2;1736
1;ROMANS;594;2;2631
1;ANDERT ET CONDON;336;2;966
1;BEAUPONT;685;2;1391
1;VALEINS;131;2;2487
1;ARBIGNY;462;2;672
1;CIZE;170;2;1136
1;SAINT JEAN DE THURIGNEUX;773;2;1612
1;MARCHAMP;131;2;2304
1;VILLES;365;2;2926
1;LAIZ;1213;2;2103
1;SALAVRE;279;2;1504
1;VILLETTE SUR AIN;751;2;2034
1;CONZIEU;146;2;959
1;CLEYZIEU;135;2;1154
1;FOISSIAT;2062;1;1782
1;APREMONT;383;1;889
1;COLOMIEU;131;1;1154
1;FLAXIEU;69;1;660
1;GRAND CORENT;174;1;1223
1;CHAPELLE DU CHATELARD;387;1;2245
1;INNIMOND;98;1;1288
1;POLLIEU;161;1;2330
1;SAINT ALBAN;179;1;1890
1;SOUCLIN;268;1;2617
1;SEILLONNAZ;138;1;1438
1;VERSAILLEUX;421;1;1738
1;LEYSSARD;153;1;560
1;CHEIGNIEU LA BALME;136;1;796
1;IZENAVE;162;1;1707
1;CRANS;263;1;741
1;SULIGNAT;577;1;2882
1;SAINT ANDRE LE BOUCHOUX;384;1;2294
1;VESCOURS;250;1;1865
1;EVOSGES;145;1;2339
1;VONGNES;70;1;1646
1;VESINES;99;1;1324
1;BEREZIAT;494;1;1538
1;SANDRANS;526;1;2330
1;MONTHIEUX;648;1;3026
1;GIRON;180;1;1474
1;AMBLEON;110;1;1155
1;ORDONNAZ;146;1;1250
1;SAINT SULPICE;247;1;1249
1;VERNOUX;324;1;600
1;LURCY;379;1;3149
1;BOULIGNEUX;319;1;1341
1;SAINT ETIENNE SUR REYSSOUZE;568;1;1498
1;SAINT NIZIER LE BOUCHOUX;683;1;753
1;PLAGNE;123;1;2172
2;SOISSONS;28466;308;1621
2;SAINT QUENTIN;54443;261;1072
2;LAON;25193;192;1160
2;CHATEAU THIERRY;14847;152;1683
2;VILLERS COTTERETS;10694;118;1745
2;TERGNIER;13541;105;979
2;CHAUNY;11975;98;1173
2;HIRSON;8985;76;824
2;GUISE;4868;53;933
2;NEUILLY SAINT FRONT;2104;36;1159
2;BUCY LE LONG;1888;34;1687
2;NOGENT L ARTAUD;2197;30;1447
2;BELLEU;3740;30;1449
2;VILLENEUVE SUR AISNE;2673;28;1722
2;CROUY;2900;28;1595
2;ATHIES SOUS LAON;2600;27;1341
2;SAINT MICHEL;3470;26;975
2;CUFFIES;1796;25;1475
2;AMBLENY;1162;24;1373
2;VILLENEUVE SAINT GERMAIN;2517;24;1469
2;VAILLY SUR AISNE;1998;24;1241
2;BOHAIN EN VERMANDOIS;5652;23;643
2;FERTE MILON;2100;23;1625
2;BRAINE;2231;23;1144
2;NOUVION EN THIERACHE;2611;22;1044
2;SAINT GOBAIN;2267;22;1109
2;GAUCHY;5300;22;1141
2;SINCENY;2040;22;1116
2;FERE EN TARDENOIS;3098;22;1155
2;ESSOMES SUR MARNE;2793;21;1442
2;CREPY;1869;21;1261
2;COURMELLES;1813;20;1618
2;CHARLY SUR MARNE;2638;20;1502
2;VIC SUR AISNE;1666;19;1329
2;BILLY SUR AISNE;1162;19;1302
2;PINON;1768;19;1206
2;VIRY NOUREUIL;1690;18;1190
2;ANIZY LE GRAND;2527;18;1287
2;BRASLES;1484;18;1722
2;VERVINS;2526;18;864
2;FERE;2869;18;755
2;BOUE;1316;17;1063
2;MONTREUIL AUX LIONS;1373;16;1645
2;CHEZY SUR MARNE;1350;16;1822
2;PAVANT;790;16;1425
2;CHASSEMY;876;15;1478
2;MARLE;2281;15;835
2;JAULGONNE;638;15;1369
2;ETAMPES SUR MARNE;1258;15;1776
2;TRELOU SUR MARNE;950;14;976
2;VENIZEL;1376;14;1479
2;VIELS MAISONS;1201;14;1818
2;BEAUTOR;2697;14;918
2;CHARMES;1642;14;838
2;NOGENTEL;1005;13;1823
2;BEAURIEUX;829;13;1233
2;CHARTEVES;350;13;1269
2;BLERANCOURT;1270;13;1299
2;BRUYERES ET MONTBERAULT;1534;13;1435
2;SAINT ERME OUTRE ET RAMECOURT;1728;13;1129
2;PASLY;998;12;1621
2;VILLEQUIER AUMONT;622;12;1162
2;CHIERRY;1097;12;1916
2;MARLY GOMONT;468;12;919
2;MONT NOTRE DAME;738;12;1369
2;CREZANCY;1225;12;1530
2;MONTESCOURT LIZEROLLES;1664;12;1100
2;CAPELLE;1801;12;794
2;FLAMENGRIE;1142;12;1046
2;MERCIN ET VAUX;965;12;1660
2;OGNES;1140;11;1347
2;SEPTVALLONS;1181;11;1445
2;CHAVIGNON;817;11;1384
2;BERTAUCOURT EPOURDON;609;11;1169
2;COINCY;1326;11;1213
2;PERNANT;661;10;1656
2;NESLES LA MONTAGNE;1202;10;2172
2;OULCHY LE CHATEAU;826;10;1218
2;CORBENY;767;10;1250
2;BICHANCOURT;1074;10;1144
2;RETHEUIL;369;10;1820
2;ETREUX;1481;10;793
2;VILLIERS SAINT DENIS;1083;10;1887
2;GANDELU;689;10;1262
2;MONT SAINT PERE;696;9;1414
2;AULNOIS SOUS LAON;1440;9;1310
2;BEZU SAINT GERMAIN;1063;9;1656
2;CRECY SUR SERRE;1496;9;944
2;MARIGNY EN ORXOIS;484;9;1560
2;ORIGNY EN THIERACHE;1461;9;851
2;VERSIGNY;472;9;1068
2;MISSY SUR AISNE;640;9;1590
2;CHOUY;370;9;1240
2;BEUVARDES;739;9;1475
2;DHUYS ET MORIN EN BRIE;814;9;1386
2;COUVRON ET AUMENCOURT;928;9;1172
2;VAUXBUIN;788;9;1611
2;SAULCHERY;732;9;1704
2;FRESNOY LE GRAND;2938;9;1091
2;POMMIERS;648;9;1661
2;SERAUCOURT LE GRAND;774;8;875
2;MONTCORNET;1337;8;920
2;CHERY LES POUILLY;702;8;1014
2;FRIERES FAILLOUEL;1006;8;1378
2;MONS EN LAONNOIS;1173;8;1364
2;ESSISES;422;8;1364
2;VAUX ANDIGNY;931;8;914
2;CROUTTES SUR MARNE;644;8;1420
2;LIESSE NOTRE DAME;1297;8;1084
2;RESSONS LE LONG;772;8;1693
2;SISSONNE;2075;8;1155
2;WASSIGNY;965;8;1034
2;TROSLY LOIRE;611;8;1172
2;COEUVRES ET VALSERY;439;8;1854
2;CONDE EN BRIE;675;8;1180
2;BARISIS AUX BOIS;743;8;1028
2;VOYENNE;318;8;879
2;BLESMES;436;8;1310
2;ACY;1008;8;1645
2;NAUROY;712;8;982
2;GRUGIES;1337;8;1415
2;RIBEMONT;1971;7;1058
2;VALLEES EN CHAMPAGNE;566;7;1262
2;SEBONCOURT;1100;7;1049
2;EVERGNICOURT;575;7;1404
2;MEZY MOULINS;523;7;1326
2;CHERY CHARTREUVE;390;7;1336
2;SAINT BANDRY;272;7;1563
2;MONTAIGU;755;7;1397
2;ETAVES ET BOCQUIAUX;568;7;861
2;BILLY SUR OURCQ;216;7;1055
2;BOURG ET COMIN;827;7;1269
2;SAPONAY;289;7;1555
2;GROUGIS;359;7;768
2;FESMY LE SART;488;7;950
2;FOSSOY;536;7;1526
2;ETREAUPONT;868;7;1163
2;VIVAISE;709;7;1234
2;BRANCOURT LE GRAND;573;7;856
2;ESSIGNY LE GRAND;1039;7;1482
2;MONTIGNY LENGRAIN;695;7;1527
2;MENNEVRET;641;7;713
2;ARCY SAINTE RESTITUE;403;7;1326
2;HOMBLIERES;1470;7;1405
2;MAIZY;416;6;1421
2;CRECY AU MONT;354;6;1187
2;EPAGNY;336;6;1414
2;VILLERS HELON;222;6;1526
2;ORAINVILLE;513;6;1691
2;SAINS RICHAUMONT;1034;6;849
2;FONTENOY;498;6;1207
2;BETHANCOURT EN VAUX;463;6;1699
2;MONTGOBERT;192;6;1600
2;EPAUX BEZU;559;6;2169
2;URCEL;578;6;1187
2;BARENTON BUGNY;550;6;1068
2;JUVINCOURT ET DAMARY;591;6;1501
2;DOMPTIN;660;6;1483
2;LESQUIELLES SAINT GERMAIN;809;6;676
2;BRAYE;120;6;1435
2;AMIGNY ROUY;741;6;1503
2;GOUY;562;6;816
2;VIFFORT;324;6;1596
2;DEUILLET;219;6;1227
2;VIERZY;449;6;1245
2;HARLY;1630;6;1535
2;COUCY LE CHATEAU AUFFRIQUE;1025;6;1240
2;CONDE SUR SUIPPE;279;6;1302
2;BONNEIL;377;6;1613
2;MARGIVAL;373;6;1420
2;NEUVE MAISON;607;6;1020
2;BERZY LE SEC;390;6;1705
2;VENDEUIL;953;6;1038
2;HARAMONT;581;6;1695
2;CIRY SALSOGNE;924;6;1393
2;PONTAVERT;605;6;1680
2;ROZOY SUR SERRE;1006;6;751
2;COUCY LES EPPES;623;6;1090
2;FERTE CHEVRESIS;558;5;791
2;GRICOURT;989;5;1335
2;CHIVY LES ETOUVELLES;512;5;1280
2;FOLEMBRAY;1395;5;1300
2;BERNOT;446;5;829
2;MORSAIN;433;5;1385
2;CAUMONT;552;5;1323
2;BAZOCHES SUR VESLES;462;5;1677
2;TAVAUX ET PONTSERICOURT;577;5;945
2;ESQUEHERIES;858;5;1130
2;VIVIERES;396;5;1859
2;GUNY;421;5;942
2;ACHERY;602;5;1377
2;VILLERS SAINT CHRISTOPHE;439;5;1144
2;JUSSY;1246;5;1307
2;MALMAISON;413;5;1039
2;LOUATRE;203;5;1559
2;SERINGES ET NESLES;280;5;1277
2;CUTRY;127;5;1774
2;HARCIGNY;244;5;833
2;MONDREPUIS;1031;5;961
2;SAINT ALGIS;160;5;1081
2;VILLERS SUR FERE;524;5;1266
2;CUGNY;601;5;1139
2;DOMMIERS;287;5;1605
2;CONNIGIS;328;5;1341
2;MAUREGNY EN HAYE;423;5;864
2;MONTFAUCON;203;5;1741
2;TRAVECY;677;5;1373
2;FESTIEUX;677;5;1263
2;BUIRE;871;5;724
2;CLAMECY;226;5;1500
2;DERCY;391;5;811
2;MONTLEVON;297;5;1372
2;GRANDLUP ET FAY;308;5;1038
2;PLOMION;445;5;957
2;NEUFCHATEL SUR AISNE;418;5;1453
2;MARTIGNY;431;5;996
2;MESBRECOURT RICHECOURT;305;5;762
2;ORIGNY SAINTE BENOITE;1694;5;924
2;VEZAPONIN;130;5;1118
2;CORCY;309;5;1349
2;SAMOUSSY;388;5;1305
2;TAILLEFONTAINE;270;5;1435
2;ROCQUIGNY;359;5;765
2;PREMONTRE;662;5;1176
2;COULONGES COHAN;436;5;902
2;SAINT REMY BLANZY;215;5;2899
2;ABBECOURT;496;5;880
2;FLAVY LE MARTEL;1684;5;1182
2;BUIRONFOSSE;1146;5;735
2;SEPTMONTS;557;5;1655
2;AUDIGNY;283;4;1097
2;MONTIGNY SUR CRECY;328;4;999
2;THENAILLES;224;4;709
2;SAINT SIMON;633;4;1050
2;GRAND VERLY;138;4;1224
2;SAINT PAUL AUX BOIS;396;4;1129
2;CUISY EN ALMONT;352;4;1527
2;ROZOY BELLEVALLE;113;4;1435
2;PARGNY LA DHUYS;173;4;1299
2;DAMPLEUX;400;4;1612
2;BRUMETZ;213;4;1703
2;TUPIGNY;342;4;544
2;VALLEE MULATRE;154;4;1062
2;LERZY;208;4;1232
2;OISY;467;4;1247
2;EPPES;416;4;1103
2;NEUVILLE EN BEINE;201;4;1503
2;FAVEROLLES;313;4;1338
2;ROCOURT SAINT MARTIN;273;4;1007
2;AUBENTON;654;4;743
2;PIERREPONT;386;4;936
2;DANIZY;629;4;884
2;AGUILCOURT;391;4;1284
2;OMISSY;704;4;1106
2;OIGNY EN VALOIS;151;4;1680
2;COYOLLES;346;4;1271
2;HARY;215;4;1243
2;ROUCY;388;4;1042
2;AUTREVILLE;815;4;1028
2;WIMY;476;4;1253
2;FRESSANCOURT;195;4;1298
2;TROESNES;228;4;942
2;BRAYE EN LAONNOIS;211;4;1235
2;FLAVIGNY LE GRAND ET BEAURAIN;480;4;589
2;PARFONDRU;355;4;1291
2;GIZY;677;4;1052
2;PROISY;286;4;760
2;CONDREN;707;4;903
2;MENNESSIS;420;4;1380
2;SOUPIR;276;4;1076
2;GRAND ROZOY;307;4;1339
2;LANDIFAY ET BERTAIGNEMONT;274;4;1006
2;NEUVILLE SAINT AMAND;843;4;1338
2;REUILLY SAUVIGNY;209;4;1391
2;MONCEAU LE NEUF ET FAUCOUZY;316;4;861
2;VASSENY;211;4;1270
2;GRISOLLES;245;4;1154
2;OEUILLY;290;4;1146
2;VADENCOURT;548;4;1568
2;PRESLES ET BOVES;366;4;1111
2;BOUTEILLE;491;4;647
2;LIEZ;400;4;1112
2;OSLY COURTIL;320;4;1280
2;DAMMARD;387;4;1293
2;BARZY EN THIERACHE;325;4;904
2;EPINE AUX BOIS;263;4;1642
2;AIZY JOUY;289;4;1196
2;VAUDESSON;241;4;1393
2;CHEZY EN ORXOIS;411;4;1280
2;VERDILLY;465;4;776
2;CHAVONNE;204;4;1363
2;CAILLOUEL CREPIGNY;436;4;1047
2;CYS LA COMMUNE;138;4;1139
2;FRANQUEVILLE;116;4;830
2;BEZU LE GUERY;260;4;1833
2;CAMELIN;454;4;1338
2;SOMMERON;141;4;849
2;BERNY RIVIERE;648;4;1273
2;MONTIGNY L ALLIER;276;4;1744
2;VORGES;368;4;1383
2;MARCHAIS;430;4;1202
2;LATILLY;211;3;1675
2;BARZY SUR MARNE;381;3;1651
2;COURBOIN;299;3;1949
2;MONT D ORIGNY;864;3;1048
2;LESCHELLE;273;3;1159
2;UGNY LE GAY;180;3;1267
2;LANDOUZY LA VILLE;558;3;1527
2;ANY MARTIN RIEUX;456;3;919
2;PONTRUET;338;3;1575
2;MANICAMP;312;3;960
2;FONTAINE LES VERVINS;926;3;989
2;CATELET;194;3;908
2;CHAMBRY;840;3;1398
2;ERLON;282;3;898
2;SEPTVAUX;172;3;795
2;SERVAIS;288;3;1385
2;MOY DE L AISNE;968;3;1015
2;COURTRIZY ET FUSSIGNY;65;3;948
2;NEUVILLE SUR AILETTE;107;3;1065
2;VARISCOURT;189;3;1230
2;BERRIEUX;190;3;1009
2;BOURESCHES;203;3;1881
2;VESLUD;234;3;1255
2;DIZY LE GROS;758;3;990
2;MONTLOUE;188;3;1061
2;AZY SUR MARNE;390;3;1788
2;SOUCY;105;3;1731
2;FOURDRAIN;420;3;1686
2;ANGUILCOURT LE SART;313;3;719
2;PARPEVILLE;190;3;742
2;HOLNON;1400;3;2072
2;RONCHERES;113;3;1201
2;CESSIERES SUZY;764;3;953
2;BESMONT;156;3;851
2;COUCY LA VILLE;218;3;1433
2;CLASTRES;652;3;1492
2;CHAPELLE SUR CHEZY;279;3;1267
2;GUIVRY;246;3;858
2;ROZIERES SUR CRISE;229;3;1439
2;JEANTES;204;3;1141
2;BRANCOURT EN LAONNOIS;707;3;1032
2;CHAUDARDES;86;3;1194
2;PROVISEUX ET PLESNOY;120;3;1512
2;LESDINS;832;3;1823
2;CHALANDRY;250;3;1222
2;CELLES SUR AISNE;259;3;1173
2;VENDIERES;169;3;1733
2;LEVERGIES;549;3;755
2;CUIRY HOUSSE;104;3;1426
2;MONTIGNY LE FRANC;146;3;828
2;VILLERET;302;3;750
2;URVILLERS;648;3;1320
2;LUZOIR;287;3;674
2;SAINT PIERRE AIGLE;336;3;1505
2;REMIGNY;357;3;936
2;CHIVRES EN LAONNOIS;368;3;1185
2;MOLINCHART;331;3;1246
2;VERMAND;1086;3;1320
2;WIEGE FATY;208;3;1200
2;CUISSY ET GENY;71;3;1094
2;LARGNY SUR AUTOMNE;244;3;1502
